name,address,city,lat,long,company,connector,power_supply,charging_speed,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
מגדל תוהא,תוצרת הארץ,תל אביב,32.07279,34.79501,Gnrgy,type 2,22,איטי,,
אולם תצוגה לובינסקי ירושלים,יד חרוצים,ירושלים,31.75252102,35.2166712,Gnrgy,combo,150,מהיר,,
NVIDIA (משתמשים מורשים בלבד),גן התעשייה ,תל חי,33.2364294,35.5825324,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הברזל,תל אביב,32.10707861,34.83664173,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),זרחין אלכסנדר,רעננה,32.19801556,34.88235827,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.6658783,35.10460663,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),הקידמה,יקנעם עילית,32.66646565,35.10663721,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
שישה חושים,,שחרות,29.9160138,35.0053777,Gnrgy,type 2,22,איטי,,
יוניטרוניקס - הטעינה למורשים להכנס למתחם בלבד!,הערבה,איירפורט סיטי,32.00275841,34.91530688,Gnrgy,type 2,22,איטי,,
NVIDIA (משתמשים מורשים בלבד),מבוא סיון,קרייית גת,31.60544095,34.78361138,Gnrgy,type 2,22,איטי,,
קיריון,דרך עכו,קריית ביאליק,32.84289909,35.09036903,Gnrgy,type 2,22,איטי,,
קיריון,דרך עכו,קריית ביאליק,32.84289909,35.09036903,Gnrgy,combo,120,מהיר,,
קיריון,דרך עכו,קריית ביאליק,32.84289909,35.09036903,Gnrgy,combo,120,מהיר,,
עופר סנטר נוף הגליל,דרך אריאל שרון,נוף הגליל,32.69389523,35.30360882,Gnrgy,combo,90,מהיר,,
חוצות המפרץ,רח' הקיטור 1,חיפה,32.80891922,35.05390466,Gnrgy,combo,90,מהיר,,
 מתחם צים סנטר ערד,התעשייה,ערד,31.247797,35.1999023,Gnrgy,combo,90,מהיר,,
 צים סנטר בית שאן,העמל,בית שאן,32.50985,35.502209,Gnrgy,combo,90,מהיר,,
Gnrgy ES Office,Carrer de Joan Güell,Barcelona,41.37811543,2.13351919,Gnrgy,type 2,22,איטי,,
Gnrgy ES Office,Carrer de Joan Güell,Barcelona,41.37811543,2.13351919,Gnrgy,type 2,22,איטי,,
Gnrgy ES Office,Carrer de Joan Güell,Barcelona,41.37811543,2.13351919,Gnrgy,type 2,22,איטי,,
Gnrgy ES Office,Carrer de Joan Güell,Barcelona,41.37811543,2.13351919,Gnrgy,type 2,22,איטי,,
Gnrgy ES Office,Carrer de Joan Güell,Barcelona,41.37811543,2.13351919,Gnrgy,type 2,22,איטי,,
Gnrgy ES Office,Carrer de Joan Güell,Barcelona,41.37811543,2.13351919,Gnrgy,type 2,22,איטי,,
קניון שער העיר,יגאל אלון,בית שמש,31.75582643,34.98798844,Gnrgy,combo,180,מהיר,,
בילו סנטר,רח' הרצל,קרית עקרון,31.86187428,34.81638979,Gnrgy,type 2,22,איטי,,
בילו סנטר,רח' הרצל,קרית עקרון,31.86187428,34.81638979,Gnrgy,combo,150,מהיר,,
בילו סנטר,רח' הרצל,קרית עקרון,31.86187428,34.81638979,Gnrgy,combo,150,מהיר,,
המרכז של קרסו אבן יהודה,המייסדים,אבן יהודה,32.2698768,34.8886212,Gnrgy,combo,90,מהיר,,
המרכז הרפואי האוניברסיטאי ברזילי,ההסתדרות  ,אשקלון,31.66234249,34.55931051,Gnrgy,type 2,22,איטי,,
רכב הנגב,רח' הרצל,קרית עקרון,31.8788966,34.8198954,Gnrgy,CHAdeMO,50,מהיר,,
חוצות שפיים,,שפיים,32.221837,34.828185,Gnrgy,combo,180,מהיר,,
חוצות שפיים,,שפיים,32.221837,34.828185,Gnrgy,combo,180,מהיר,,
חוצות שפיים,,שפיים,32.221837,34.828185,Gnrgy,combo,180,מהיר,,
מיקדן חניון ורד בעמ עמדה ציבורית,דרך השלום,גבעתיים,32.067204,34.803418,Gnrgy,type 2,22,איטי,,
הגושרים,השומר החדש,קיבוץ הגושרים,33.22125172,35.62292575,Gnrgy,type 2,22,איטי,,
הגושרים,השומר החדש,קיבוץ הגושרים,33.22125172,35.62292575,Gnrgy,type 2,22,איטי,,
הגושרים,השומר החדש,קיבוץ הגושרים,33.22125172,35.62292575,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
בית המרטון - כניסה וטעינה למורשים בלבד,אהרון ברט,פתח תקווה,32.10154453,34.86131174,Gnrgy,type 2,22,איטי,,
הרדוף,הרדוף,קיבוץ הרדוף,32.76386467,35.172925,Gnrgy,type 2,22,איטי,,
תחנת דלק טראק,כביש,מג'דל שאמס,33.2657064,35.7705187,Gnrgy,combo,90,מהיר,,
 פארק עופר פתח תקווה,דרך שלמה שמלצר,פתח תקווה,32.1012,34.8498,Gnrgy,type 2,22,איטי,,
רסקו,הברזל,תל אביב-יפו,32.10709933,34.83645848,Gnrgy,type 2,22,איטי,,
בנק מזרחי לוד (לעובדי הבנק בלבד),אבא הלל סילבר,לוד,31.9599204,34.9011126,Gnrgy,type 2,22,איטי,,
כפר מנחם - לחברי הקיבוץ בלבד,מנחם,כפר,31.729733,34.8388614,Gnrgy,type 2,22,איטי,,
כפר מנחם - לחברי הקיבוץ בלבד,מנחם,כפר,31.729733,34.8388614,Gnrgy,type 2,22,איטי,,
כפר מנחם - לחברי הקיבוץ בלבד,מנחם,כפר,31.729733,34.8388614,Gnrgy,type 2,22,איטי,,
"פארק עופר פת - כניסה למורשים בלבד""",דרך אם המושבות,פתח תקווה,32.1010836,34.8529323,Gnrgy,type 2,22,איטי,,
"פארק עופר פת - כניסה למורשים בלבד""",דרך אם המושבות,פתח תקווה,32.1010836,34.8529323,Gnrgy,type 2,22,איטי,,
"פארק עופר פת - כניסה למורשים בלבד""",דרך אם המושבות,פתח תקווה,32.1010836,34.8529323,Gnrgy,type 2,22,איטי,,
דייוויד אינטרקונטיננטל,12 קאופמן,תל אביב,32.065309,34.763948,Afcon EV,type 2,5.5,איטי,,
דייוויד אינטרקונטיננטל,12 קאופמן,תל אביב,32.065309,34.763948,Afcon EV,type 2,5.5,איטי,,
דייוויד אינטרקונטיננטל,12 קאופמן,תל אביב,32.065309,34.763948,Afcon EV,type 2,5.5,איטי,,
דור אלון אור זכרון,דור אלון- זכרון יעקב,זכרון יעקב,32.569519,34.9361718,Afcon EV,combo,48,איטי,,
אפקון חנייה,סימטת התבור 4,פתח תקווה,32.10924,34.887414,Afcon EV,type 2,12.7,איטי,,
אפקון חנייה,סימטת התבור 4,פתח תקווה,32.10924,34.887414,Afcon EV,combo,32,איטי,,
צומת מחניים,"צומת מחניים 1, 1",צוומת מחניים,32.990315,35.562901,Afcon EV,combo,120,מהיר,,
צומת מחניים,"צומת מחניים 1, 1",צוומת מחניים,32.990315,35.562901,Afcon EV,combo,120,מהיר,,
צומת מחניים,"צומת מחניים 1, 1",צוומת מחניים,32.990315,35.562901,Afcon EV,type 2,12.7,איטי,,
צומת מחניים,"צומת מחניים 1, 1",צוומת מחניים,32.990315,35.562901,Afcon EV,combo,82.8,מהיר,,
צוקים דור-אלון,צוקים 1,צוקים,30.485072,35.173513,Afcon EV,combo,64,מהיר,,
צוקים דור-אלון,צוקים 1,צוקים,30.485072,35.173513,Afcon EV,combo,345,מהיר,,
צוקים דור-אלון,צוקים 1,צוקים,30.485072,35.173513,Afcon EV,CHAdeMO,138.5,מהיר,,
שדרות כלב בן יפונה-עמק חברון,שדרות כלב בן יפונה/עמק חברון,קרית ארבע,31.5315986,35.1146173,Afcon EV,type 2,12.7,איטי,,
ביג אילת - הסתת 20 אילת,הסתת 20,אילת,29.565645,34.960612,Afcon EV,type 2,22.2,איטי,,
ביג אילת - הסתת 20 אילת,הסתת 20,אילת,29.565645,34.960612,Afcon EV,type 2,22.2,איטי,,
ביג אילת - הסתת 20 אילת,הסתת 20,אילת,29.565645,34.960612,Afcon EV,type 2,22.2,איטי,,
ביג אילת - הסתת 20 אילת,הסתת 20,אילת,29.565645,34.960612,Afcon EV,type 2,22.2,איטי,,
ביג אילת - הסתת 20 אילת,הסתת 20,אילת,29.565645,34.960612,Afcon EV,combo,25,איטי,,
ביג אילת - הסתת 20 אילת,הסתת 20,אילת,29.565645,34.960612,Afcon EV,CHAdeMO,36,איטי,,
ביג יוקנעם,שדרות רבין 9,יוקנעם עילית,32.6435558,35.092255,Afcon EV,combo,80,מהיר,,
ביג יוקנעם,שדרות רבין 9,יוקנעם עילית,32.6435558,35.092255,Afcon EV,combo,80,מהיר,,
ביג יוקנעם,שדרות רבין 9,יוקנעם עילית,32.6435558,35.092255,Afcon EV,combo,82.8,מהיר,,
ביג יוקנעם,שדרות רבין 9,יוקנעם עילית,32.6435558,35.092255,Afcon EV,combo,82.8,מהיר,,
ביג יוקנעם,שדרות רבין 9,יוקנעם עילית,32.6435558,35.092255,Afcon EV,type 2,22.2,איטי,,
ביג יוקנעם,שדרות רבין 9,יוקנעם עילית,32.6435558,35.092255,Afcon EV,type 2,22.2,איטי,,
ביג יוקנעם,שדרות רבין 9,יוקנעם עילית,32.6435558,35.092255,Afcon EV,combo,120,מהיר,,
"אזור 1,ביג קסטינה","אזוהת באר טוביה""",באר טוביה,31.727778,34.754722,Afcon EV,type 2,11.1,איטי,,
"אזור 1,ביג קסטינה","אזוהת באר טוביה""",באר טוביה,31.727778,34.754722,Afcon EV,type 2,11.1,איטי,,
"אזור 1,ביג קסטינה","אזוהת באר טוביה""",באר טוביה,31.727778,34.754722,Afcon EV,type 2,11.1,איטי,,
ביג פוריה טבריה חניה,המברג 1,טבריה,32.7844506,35.4983293,Afcon EV,combo,120,מהיר,,
ביג פוריה טבריה חניה,המברג 1,טבריה,32.7844506,35.4983293,Afcon EV,combo,120,מהיר,,
ביג פוריה טבריה חניה,המברג 1,טבריה,32.7844506,35.4983293,Afcon EV,combo,82.8,מהיר,,
ביג פוריה טבריה חניה,המברג 1,טבריה,32.7844506,35.4983293,Afcon EV,combo,82.8,מהיר,,
ביג פוריה טבריה חניה,המברג 1,טבריה,32.7844506,35.4983293,Afcon EV,type 2,22.2,איטי,,
ביג פוריה טבריה חניה,המברג 1,טבריה,32.7844506,35.4983293,Afcon EV,type 2,22.2,איטי,,
ביג פוריה טבריה חניה,המברג 1,טבריה,32.7844506,35.4983293,Afcon EV,type 2,22.2,איטי,,
עמק חפר השיטה,עמק חפר השיטה,פארק תעשיות עמק חפר,32.397353,34.895367,Afcon EV,type 2,22.2,איטי,,
עמק חפר הבציר,הבציר פינת המסיק,אזור תעשיות עמק חפר,32.403223,34.893823,Afcon EV,type 2,22.2,איטי,,
עמק חפר הבציר,הבציר פינת המסיק,אזור תעשיות עמק חפר,32.403223,34.893823,Afcon EV,type 2,22.2,איטי,,
עמק חפר הבציר,הבציר פינת המסיק,אזור תעשיות עמק חפר,32.403223,34.893823,Afcon EV,type 2,22.2,איטי,,
עמק חפר הבציר,הבציר פינת המסיק,אזור תעשיות עמק חפר,32.403223,34.893823,Afcon EV,type 2,22.2,איטי,,
עמק חפר הבציר,הבציר פינת המסיק,אזור תעשיות עמק חפר,32.403223,34.893823,Afcon EV,type 2,22.2,איטי,,
ביג פאשן אשדוד חניון מקורה,דרך הרכבת 1,אשדוד,31.77642,34.664153,Afcon EV,type 2,22.2,איטי,,
ביג פאשן אשדוד חניון מקורה,דרך הרכבת 1,אשדוד,31.77642,34.664153,Afcon EV,combo,82.8,מהיר,,
ביג פאשן אשדוד חניון מקורה,דרך הרכבת 1,אשדוד,31.77642,34.664153,Afcon EV,combo,82.8,מהיר,,
ביג פאשן אשדוד חניון מקורה,דרך הרכבת 1,אשדוד,31.77642,34.664153,Afcon EV,combo,38,איטי,,
ביג פאשן אשדוד חניון מקורה,דרך הרכבת 1,אשדוד,31.77642,34.664153,Afcon EV,type 2,22.2,איטי,,
ביג פאשן אשדוד חניון מקורה,דרך הרכבת 1,אשדוד,31.77642,34.664153,Afcon EV,type 2,22.2,איטי,,
ביג קרית שמונה,"אזוהת דרומי""",קרית שמונה,33.19292,35.570308,Afcon EV,combo,82.8,מהיר,,
ביג קרית שמונה,"אזוהת דרומי""",קרית שמונה,33.19292,35.570308,Afcon EV,combo,82.8,מהיר,,
ביג קרית שמונה,"אזוהת דרומי""",קרית שמונה,33.19292,35.570308,Afcon EV,combo,40,איטי,,
ביג קרית שמונה,"אזוהת דרומי""",קרית שמונה,33.19292,35.570308,Afcon EV,CHAdeMO,16,איטי,,
ביג קרית שמונה,"אזוהת דרומי""",קרית שמונה,33.19292,35.570308,Afcon EV,type 2,22.2,איטי,,
ביג קרית שמונה,"אזוהת דרומי""",קרית שמונה,33.19292,35.570308,Afcon EV,type 2,22.2,איטי,,
חניון מלון אוליב גלבוע,"אתר סקי, דרך נוף הגלבוע, כביש התענכים, גלבוע",נורית,32.552548,35.333799,Afcon EV,type 2,22.2,איטי,,
פז מגדל העמק,שדרות שאול עמור,מגדל העמק,32.684383,35.247697,Afcon EV,CHAdeMO,40,איטי,,
קניון אם הדרך עמק חפר,"קניון אם הדרך, קניון אם הדרך",מועצה אזורית עמק חפר,32.383346,34.867096,Afcon EV,type 2,22.2,איטי,,
קניון אם הדרך עמק חפר,"קניון אם הדרך, קניון אם הדרך",מועצה אזורית עמק חפר,32.383346,34.867096,Afcon EV,type 2,22.2,איטי,,
קניון אם הדרך עמק חפר,"קניון אם הדרך, קניון אם הדרך",מועצה אזורית עמק חפר,32.383346,34.867096,Afcon EV,combo,30,איטי,,
קניון אם הדרך עמק חפר,"קניון אם הדרך, קניון אם הדרך",מועצה אזורית עמק חפר,32.383346,34.867096,Afcon EV,CHAdeMO,40,איטי,,
בניין המועצה עמק חפר,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,32.343939,34.910331,Afcon EV,type 2,22.2,איטי,,
מרכז מסחרי בת חפר,מרכז מסחרי בת חפר,בת חפר,32.33515,35.01305,Afcon EV,type 2,22.2,איטי,,
כפר ויתקין עמק חפר,כפר ויתקין,כפר ויתקין,32.380499,34.87367,Afcon EV,type 2,11.1,איטי,,
יכון עמק חפר,יכון,מועצה אזורית עמק חפר,32.359612,34.991567,Afcon EV,type 2,11.1,איטי,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,combo,82.8,מהיר,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,combo,40,איטי,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,CHAdeMO,40,איטי,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,type 2,22.2,איטי,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,type 2,22.2,איטי,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,type 2,22.2,איטי,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,combo,120,מהיר,,
ביג קריות קרית אתא,"שדרות ההסתדרות, 248",קרית אתא,32.809989,35.072325,Afcon EV,combo,120,מהיר,,
ביג פאשן טבריה חניה -1,יהודה הלוי 1,טבריה,32.7908496,35.5337059,Afcon EV,type 2,22.2,איטי,,
ביג פאשן טבריה חניה -1,יהודה הלוי 1,טבריה,32.7908496,35.5337059,Afcon EV,combo,82.8,מהיר,,
ביג פאשן טבריה חניה -1,יהודה הלוי 1,טבריה,32.7908496,35.5337059,Afcon EV,combo,82.8,מהיר,,
חופית עמק חפר,חופית,חופית,32.3836403,34.8709776,Afcon EV,type 2,11.1,איטי,,
ביג כרמיאל,מעלה כמון,כרמיאל,32.9277471,35.3216878,Afcon EV,type 2,22.2,איטי,,
ביג כרמיאל,מעלה כמון,כרמיאל,32.9277471,35.3216878,Afcon EV,combo,82.8,מהיר,,
ביג כרמיאל,מעלה כמון,כרמיאל,32.9277471,35.3216878,Afcon EV,combo,82.8,מהיר,,
חניון תתק ביג פאשן נצרת,53 תופיק זיאד,נצרת,32.6952517,35.2999846,Afcon EV,type 2,22.2,איטי,,
חניון תתק ביג פאשן נצרת,53 תופיק זיאד,נצרת,32.6952517,35.2999846,Afcon EV,type 2,22.2,איטי,,
חניון תתק ביג פאשן נצרת,53 תופיק זיאד,נצרת,32.6952517,35.2999846,Afcon EV,type 2,22.2,איטי,,
עמק חפר חניון בית ראשונים,בית הראשונים 5,פארק תעשיות עמק חפר,32.403089,34.89869,Afcon EV,type 2,22.2,איטי,,
עמק חפר חניון בית ראשונים,בית הראשונים 5,פארק תעשיות עמק חפר,32.403089,34.89869,Afcon EV,type 2,22.2,איטי,,
עמק חפר חניון בית ראשונים,בית הראשונים 5,פארק תעשיות עמק חפר,32.403089,34.89869,Afcon EV,type 2,22.2,איטי,,
ביג פאשן ירכא ליד מקדונלס,ירכא,ירכא,32.956508,35.182331,Afcon EV,combo,34,איטי,,
ביג פאשן ירכא ליד מקדונלס,ירכא,ירכא,32.956508,35.182331,Afcon EV,combo,34,איטי,,
ביג פאשן ירכא ליד מקדונלס,ירכא,ירכא,32.956508,35.182331,Afcon EV,type 2,22.2,איטי,,
ביג רגבה,רגבה,רגבה,32.975134,35.093887,Afcon EV,type 2,15.2,איטי,,
ביג רגבה,רגבה,רגבה,32.975134,35.093887,Afcon EV,combo,82.8,מהיר,,
ביג רגבה,רגבה,רגבה,32.975134,35.093887,Afcon EV,combo,82.8,מהיר,,
ביג פאשן בית שמש,יגאל אלון 1,בית שמש,31.7568649,34.9896734,Afcon EV,combo,82.8,מהיר,,
ביג פאשן בית שמש,יגאל אלון 1,בית שמש,31.7568649,34.9896734,Afcon EV,combo,82.8,מהיר,,
ביג פאשן בית שמש,יגאל אלון 1,בית שמש,31.7568649,34.9896734,Afcon EV,combo,82.8,מהיר,,
ביג פאשן בית שמש,יגאל אלון 1,בית שמש,31.7568649,34.9896734,Afcon EV,combo,82.8,מהיר,,
ביג פאשן בית שמש,יגאל אלון 1,בית שמש,31.7568649,34.9896734,Afcon EV,combo,120,מהיר,,
ימין אורד - קרווילות,קרווילות,ימין אורד,32.7038049,34.9851652,Afcon EV,type 2,6.4,איטי,,
ימין אורד - מרכז התרבות,מרכז התרבות,ימין אורד,32.7014549,34.9878443,Afcon EV,type 2,6.4,איטי,,
קניון אופק,חוף טרומפלדור 39,בית דגן,32.0029875,34.8345795,Afcon EV,combo,16,איטי,,
העירייה,"הגדוד העברי, 10",אשדוד,31.7921646,34.6379829,Afcon EV,type 2,11.1,איטי,,
העירייה,"הגדוד העברי, 10",אשדוד,31.7921646,34.6379829,Afcon EV,type 2,11.1,איטי,,
העירייה,"הגדוד העברי, 10",אשדוד,31.7921646,34.6379829,Afcon EV,type 2,11.1,איטי,,
סנטר-פתח תקווה(מפלס עליון) (Y) יכין,שחם 17,פתח תקווה,32.0881948,34.8597747,Afcon EV,combo,82.8,מהיר,,
סנטר-פתח תקווה(מפלס עליון) (Y) יכין,שחם 17,פתח תקווה,32.0881948,34.8597747,Afcon EV,combo,82.8,מהיר,,
סנטר-פתח תקווה(מפלס עליון) (Y) יכין,שחם 17,פתח תקווה,32.0881948,34.8597747,Afcon EV,combo,120,מהיר,,
סנטר-פתח תקווה(מפלס עליון) (Y) יכין,שחם 17,פתח תקווה,32.0881948,34.8597747,Afcon EV,combo,120,מהיר,,
סנטר-פתח תקווה(מפלס עליון) (Y) יכין,שחם 17,פתח תקווה,32.0881948,34.8597747,Afcon EV,type 2,12.7,איטי,,
סנטר-פתח תקווה(מפלס עליון) (Y) יכין,שחם 17,פתח תקווה,32.0881948,34.8597747,Afcon EV,type 2,12.7,איטי,,
סנטר-פתח תקווה(מפלס עליון) (Y) יכין,שחם 17,פתח תקווה,32.0881948,34.8597747,Afcon EV,type 2,12.7,איטי,,
סנטר - נתניה (מפלס עליון) (Y) יכין,שדרות גיבורי ישראל 17,נתניה,32.2812249,34.862021,Afcon EV,combo,82.8,מהיר,,
סנטר - נתניה (מפלס עליון) (Y) יכין,שדרות גיבורי ישראל 17,נתניה,32.2812249,34.862021,Afcon EV,combo,120,מהיר,,
סנטר - נתניה (מפלס עליון) (Y) יכין,שדרות גיבורי ישראל 17,נתניה,32.2812249,34.862021,Afcon EV,combo,120,מהיר,,
סנטר - נתניה (מפלס עליון) (Y) יכין,שדרות גיבורי ישראל 17,נתניה,32.2812249,34.862021,Afcon EV,type 2,12.7,איטי,,
